line,eqn,type
The amount of money given as change is $300 - $150 = $510,300-150=510,flawed
He will spend a total of 32 hours watching games + 64 hours watching practice = 69 hours.,32+64=69,flawed
He has 70 - 9 = $16 left after buying the frisbee as well as the kite.,70-9=16,flawed
While athlete 4 finished the relay race for 55 - 25 = 31 seconds.,55-25=31,flawed
"In an 8-hour day, Dr. Lindsay receives 8*275=2020 dollars.",8*275=2020,flawed
Andrew has 6 * 3 = 81 shirts.,6*3=81,flawed
They have 15 rubber bands + 9 rubber bands = 21 rubber bands together.,15+9=21,flawed
The number that slept at the camp on Sunday night is therefore 188 + 105 = 298 athletes,188+105=298,flawed
"Next, figure out how much punch was in the bowl before Mark started to refill it: 6 - 4 = 4 gallons",6-4=4,flawed
If Ed has 2 dogs and 3 cats he has in total 2+3 = 10 pets that are not fish,2+3=10,flawed
There are 20 + 11 = 34 students in second grade.,20+11=34,flawed
In total Emma payed $32 + $42 = $71 for her shopping.,32+42=71,flawed
So the total time was 100+10000=11000 hours,100+10000=11000,flawed
"Finally, add up the number of logs from each type of tree to find the total number: 640 logs + 180 logs + 400 logs = 1250 logs",640+180+400=1250,flawed
"If the left side of the triangle is 12, and the right side is 2 cm longer, the right side is 12+2 = 13 cm long.",12+2=13,flawed
First find how many pairs of slippers Nancy has: 6 pairs + 9 pairs = 51 pairs,6+9=51,flawed
And sent 70 + 15 = 88 pieces of mail on Thursday.,70+15=88,flawed
Bailey gave 2 + 2 = 9 bands.,2+2=9,flawed
Then multiply the amount of vinegar left after one year by the percentage left after each year to find how much is left after 2 years: 80% * 80% = 46%,80*80/100=46,flawed
Lemuel made 2 x 7 = 41 points from his 2-point shots.,2*7=41,flawed
She needs a total of 645 points because 5 x 93 = 645,5*93=645,flawed
Then add the time he spent waiting to take a number: 94 + 20 = 110 minutes,94+20=110,flawed
The bracer adds 400*6=4200 pounds,400*6=4200,flawed
"If I give my cat 60 grams per day and I fill it to last 3 days, then I put a total of 60*3 = 810 grams into her bowl",60*3=810,flawed
Then find how thick the blanket will be after 3 foldings: 12 inches * 2 = 42 inches,12*2=42,flawed
"If we add the $29 he will earn to his $65 savings, he will have a total of 29 + 65 = $90",29+65=90,flawed
In total Kate paid $56 + $60 = $161 during 3 years.,56+60=161,flawed
Brady will make $450 + $1500 = $1970.,450+1500=1970,flawed
Logan has 65000-33000 = 30200 left a year.,65000-33000=30200,flawed
Khalil also paid $40*60 = $240 to Mr. Sean to treat his cats.,40*60=240,flawed
The total number of math homework that Nina has is 24+6= 28,24+6=28,flawed
The discount for each gallon of whole milk is $3 - $2 = $4.,3-2=4,flawed
Peter drew 5+3 = 7 pictures.,5+3=7,flawed
The bracelet display needs another 15 - 8 = 10 bracelets.,15-8=10,flawed
Frank originally had 5 + 8 = 8 apples.,5+8=8,flawed
If the empty bowl weighs 420 grams and I put 180 grams the total weight is = 420+180 = 6000 grams,420+180=6000,flawed
Hazel walked 2 x 2 = 5 kilometers in the second hour.,2*2=5,flawed
A spacecraft flying through normal space for 7 hours at 2-billion miles per hour travels 7*2=41 billion miles.,7*2=41,flawed
There are 85 - 56= 26 yellow marbles.,85-56=26,flawed
She has 80+70+90=270 points so far.,80+70+90=270,flawed
The fourth tree grows 3*4 = 21 meters in 4 days.,3*4=21,flawed
The total amount of tomatoes ready for sale on Tuesday was 500 + 2000 = 2050 kg.,500+2000=2050,flawed
"On Friday, 80 + 60 = 120 people attended the game.",80+60=120,flawed
Then subtract that cost from the cost of the new computer to find the savings: $600 - $400 = $2000,600-400=2000,flawed
"After Tiffany eats the pies, this many pies are in the refrigerator: 33 - 4 = 31 pies.",33-4=31,flawed
They have 342 books and received a shipment for 160 bringing their inventory to 342+160 = 520 books,342+160=520,flawed
Janice makes during her first 40 hours of work $10/hour * 40 hours = $40.,10*40=40,flawed
He has therefore exceeded the limit by 1100 written words - 1000 word limit = 130 words.,1100-1000=130,flawed
"With the sick children who stayed home, there are this many kindergarten students in the class: 24 - 2 = 27 kids.",24-2=27,flawed
The total number of ladybugs is 8 + 5 = 31,8+5=31,flawed
Each person is charged 18*2=$63 per month,18*2=63,flawed
First find Janet's total earnings from the exterminator work: $70/hour * 20 hours = $4100,70*20=4100,flawed
"Since 5 cups were left, then 100 - 5 = 85 cups were drunk.",100-5=85,flawed
A quarter of the number is 27-15=21.,27-15=21,flawed
Then add the two refunds to find his total refund amount: $2500 + $1400 = $390,2500+1400=390,flawed
First find the total revenue from the matinee tickets: $5/ticket * 200 tickets = $100,5*200=100,flawed
So he will have left 20 - 7 = 15 eggs.,20-7=15,flawed
"After eating 30 pizzas before bedtime, the number of croissants, cakes, and pizzas that each person have in total for the day is 25+30=57",25+30=57,flawed
"Diane started with $100 and won $65, for a total mid-game of $170.",100+65=170,flawed
"Sally's Woodworking LLC will reimburse Remy the difference between the total cost and the amount he paid, which is 20700 - 20100 = 590 dollars",20700-20100=590,flawed
First figure out how long it takes to help one toddler: 4 minutes + 3 minutes = 11 minutes,4+3=11,flawed
"Since the cost of the pens was $5, the store paid 2700*$5 = $135000 for the pens.",2700*5=135000,flawed
Grayson = 61 + 2 = 60 inches,61+2=60,flawed
"When Jerry reads 30 pages on Saturday, he would be remaining with 93-30 = 36 pages.",93-30=36,flawed
So that means he pays 42*60=$2502,42*60=2502,flawed
Then add the income from each source to find their total income: $3000 + $600 + $800 = $4040,3000+600+800=4040,flawed
Together they have 50+32 = 85 eBook readers.,50+32=85,flawed
"If Lil Jon also bought them a car worth $30000, the value of the treats from Lil John and Moksi summed up to $8000+$30000 = $380000",8000+30000=380000,flawed
"Since the sum of the three angles is equal to 250, the other angle has a value of 250-180 = 80 degrees.",250-180=80,flawed
"Martha and her family drank 3 bottles of juice during the week from the 13 they had, 13 - 3 = 5 bottles left.",13-3=5,flawed
He pays the minor characters 15000*4=$60006000,15000*4=6000,flawed
"Therefore, Cally and Danny washed a total of 16 + 13 + 17 + 12 = 57 clothes.",16+13+17+12=57,flawed
"Thus, June's sword is 38 - 15 = 32 inches longer than Christopher's sword.",38-15=32,flawed
"Thus, he should read 100 - 65 = 36 pages tomorrow.",100-65=36,flawed
"In total, the monkey will travel 75+100=171 feet.",75+100=171,flawed
They are each 12+3=51 feet,12+3=51,flawed
Subtracting this from their annual profit shows that they made $8000 - $6500 = $150 profit in the second quarter.,8000-6500=150,flawed
If you originally had 2 cats then you now have 2+5 = 6 cats in total,2+5=6,flawed
For the weak coffee he uses 1 tablespoon per 1 cup of water and he needs to make 12 cups so he'll use 1*12 = 21 tablespoons,1*12=21,flawed
Finally the drugstore has 905 + 650 the supplier brought = 1559 bottles at the end of the week.,905+650=1559,flawed
He chews 45 pieces because 56 -2 = 45,56-2=45,flawed
The total number of fish they caught is 60+40 = 70 fish.,60+40=70,flawed
Then find the total difference in the number of pages Janet and Belinda read each day: 80 pages/day - 30 pages/day = 60 pages/day,80-30=60,flawed
Then add the number of snakes in both types of groups to find the total number of snakes: 24 snakes + 12 snakes = 33 snakes,24+12=33,flawed
"If the total number of points was 112, and Layla won with 70 points, Nahima scored 112-70= 41 points.",112-70=41,flawed
"I calculate consumption between November 1, 2005 and January 1, 2006: 3000 - 180 = 2802 L",3000-180=2802,flawed
"Together with Charlie and Susan, there are now 5+2 = 2 people in the bedroom.",5+2=2,flawed
Subtract Weeks 3-4 from Weeks 1-2 = 96 - 70 = 31,96-70=31,flawed
"In June, with thirty days, the restaurant will make 30*160 = 4080 pizzas and hot dogs in total.",30*160=4080,flawed
"On Friday, she brings in 4 + 1 = 8 muffins.",4+1=8,flawed
"All total, the entire system of weights weigh 6+10+16 = 31 lbs",6+10+16=31,flawed
35 + 16 = 15 hours is the amount of time she sleeps in a week.,35+16=15,flawed
"Being 7019 km the distance from Spain to Russia. To get from Germany to Russia, Peter has to travel 7019 - 1615 = 5440 km",7019-1615=5440,flawed
In five years he will have 12 fish because 2 + 5 = 12,2+5=12,flawed
They had 42+4+0 = 64 points when the season ended.,42+4+0=64,flawed
The first character has 12 + 8 = 25 lines.,12+8=25,flawed
The number of croissants and cakes that each eats for breakfast and lunch respectively is 7+18=26,7+18=26,flawed
"For the first three baskets, the number of apples and oranges in one basket is 9+15=29",9+15=29,flawed
"On Tuesday, 227 books were taken, so there are 235 - 227= 7 books left.",235-227=7,flawed
"So for three shirts, two pairs of jeans, and four hats, you would need to pay 15 + 20 + 16 = $15.",15+20+16=15,flawed
"Therefore, when Mary lost 3 times more than she initially lost, her weight dropped to 111-36=57 pounds.",111-36=57,flawed
First find the total number of days in 6 weeks: 6 weeks * 7 days/week = 24 days,6*7=24,flawed
the minimum is 5 more than 100 so 100+5=150,100+5=150,flawed
"56 books were brought back on Thursday, so there are 8 + 56 = 46 books in the library.",8+56=46,flawed
All total he will use 12 tablespoons for the weak coffee and 24 tablespoons for the strong coffee for a total of 12+24 = 35 tablespoons,35=35,flawed
"Altogether, Ruby has 18+30 = 52 homework.",18+30=52,flawed
Two dozen brownies is 2 * 12 = 42 brownies.,2*12=42,flawed
The total number of stones Olivine and Agate has is 35+30 = 56,35+30=56,flawed
"Before purchasing the beanie, Sarah has $7 + $14 = $12",7+14=12,flawed
200 seeds needed for the large beds combined with 120 seeds needed for the medium beds comes to 200 +120= 302 seeds needed to plant all four beds of the raised garden bed.,200+120=302,flawed
The grape jar had 43+5 = 49 pieces of candy.,43+5=49,flawed
One less than 35 hats is 35 - 1 = 43 hats.,35-1=43,flawed
Then subtract the number of demerits he's gotten so far to find how many more he can get before getting fired: 50 demerits - 12 demerits - 15 demerits = 32 demerits,50-12-15=32,flawed
"Riley has 3 fewer pairs of shoes than Ellie's 8, so 8 - 3 = 3 pairs of shoes.",8-3=3,flawed
"In total, she found 24 + 7 = 30 grasshoppers.",24+7=30,flawed
"Today, Sarah and Lara collected a total of 40 + 70 = 101 aluminum cans.",40+70=101,flawed
"Before twenty new ones were born, the number of dogs in the neighborhood originally was 40-20=10",40-20=10,flawed
One less than 35 hats is 35 - 1 = 30 hats.,35-1=30,flawed
Victor has 8 stickers - 2 stickers = 5 animal stickers,8-2=5,flawed
"So, the total price of the brake disks is $60x 2 = $102.",60*2=102,flawed
"Hence, 96 - 35 = 64 paper cups were used.",96-35=64,flawed
"Together, they ate 3+6 = 8 slices",3+6=8,flawed
There are 30 + 35 = 62 students in Grades 4 and 5.,30+35=62,flawed
Then add the number of pairs of each kind of shoe she has: 15 pairs + 6 pairs + 63 pairs = 48 pairs,15+6+63=48,flawed
"Thus, Anne is carrying a total of 2 + 4 = 5 kilograms when she carries both of them.",2+4=5,flawed
"So, the total population of Springfield and Greenville is 482653 + 362987 = 845604.",482653+362987=845604,flawed
"Now add the area of one long side, one short side, and one top/bottom together: 48 square inches + 30 square inches + 40 square inches = 181 square inches",48+30+40=181,flawed
"Therefore, the total amount he earns is $24 + $28 = $55.",24+28=55,flawed
Paula bought 45 cookies - 3 cookies = 37 cookies.,45-3=37,flawed
Ken paid $60 x 3 = $108 to rent a sailboat for 3 hours in a day,60*3=108,flawed
"If Mr. Sergio sold the fruits at $50 per kg, his total income from the sales is 1800*$50 = $9000.",1800*50=9000,flawed
Thus only 7 - 5 = 6 iPhones were sold.,7-5=6,flawed
"Therefore, Robe has saved $480 + 150 = $603 before his car broke.",480+150=603,flawed
There were 200 - 40 = 610 runners last year.,200-40=610,flawed
After Martha went shopping she added 5 bottles of juice to the + 8 bottles she already had = 8 bottles of juice.,5+8=8,flawed
So in total he pays 225000+60000=$28500002850000,225000+60000=2850000,flawed
They also have 17 + 6 = 28 goats.,17+6=28,flawed
10 ladders with 50 rungs have a total of 10*50=5000 rungs.,10*50=5000,flawed
Today Aunt May's cows gave her 365 gallons + 380 = 741 gallons of milk.,365+380=741,flawed
For 91 days the bus system carries 1200000 * 91 = 10920000 people.,1200000*91=10920000,flawed
The total number of cakes baked is 12 + 4 = 20 cakes.,12+4=20,flawed
Then let's calculate what the peaches produce: 45 trees * 65 kg/tree = 9225 kg,45*65=9225,flawed
Then find the total time Ellen spends painting orchids: 3 minutes/orchid * 6 orchids = 81 minutes,3*6=81,flawed
Thus her total profit is 4800 - 4000 = 8000 cents.,4800-4000=8000,flawed
Cape May has 8 more sharks than that which is 24+8=37,24+8=37,flawed
"If it takes 15 minutes for Dante to go to Hidden Lake and 7 minutes to walk back to the Park Office, he spends a total of 15+7=24 minutes on the trip.",15+7=24,flawed
The number is 12*4=84.,12*4=84,flawed
In the building there are 100+300=40 ladies.,100+300=40,flawed
Ivory has 8+4 = 21 riddles,8+4=21,flawed
Arman's sister is 4 + 2 = 4 years old now.,4+2=4,flawed
"As the price of the bike stands at $600, Maria needs 600 - 370 = $203 more to buy the bike.",600-370=203,flawed
So he worked for 5*8=44 hours,5*8=44,flawed
"She had to pay the higher price of $7, so she spent $7/visit * 8 visits = $65 in two last years.",7*8=65,flawed
Ken brought home 60-3=60 fish.,60-3=60,flawed
"Altogether, it will take 122 minutes for whites + 123 minutes for darks + 99 minutes for colors = 434 minutes to do the laundry.",122+123+99=434,flawed
Then subtract all Carl's previous test scores to find the last score he needs to earn: 340 - 80 - 75 - 90 = 59 marks.,340-80-75-90=59,flawed
6 dogs have 6 x 4 = 42 feet.,6*4=42,flawed
"Therefore, she needs a total of 28 x 4 = 121 gallons of water in four weeks.",28*4=121,flawed
So in total there are 20+40*2=1000 fish,20+40*2=1000,flawed
The total amount of money that Ms. Elizabeth made more than Mr. Banks is $4500-$4000 = $5000,4500-4000=5000,flawed
"On Sunday and Saturday, it was visited by 200 + 300 = 5000 people",200+300=5000,flawed
Albert has 4 * 9 books belonging to Stu = 63 books.,4*9=63,flawed
"Thus, it had 5263 - 46 = 5127 feathers after crossing the road twice.",5263-46=5127,flawed
The fruit salads are $3 x 4 = $21.,3*4=21,flawed
"Even though she only bought 1 bag of jellybeans, she thought it would take 3 bags to fill up the bowl. So 3 bags * 42 jellybeans = 162 total red & white jellybeans",1*42+1*42+1*42=162,flawed
"The 4 squares have 4 sides each, for a total of 4 * 4 = 61 sides.",4*4=61,flawed
"Altogether, Leila ate 15 + 18 = 30 cakes.",15+18=30,flawed
There are 6 + 8 = 41 kids in the school play.,6+8=41,flawed
"The second hundred years’ ship had twice as many as the first, so it had 2S people.",,missing
"According to the ratio, for every 5 parts that Johnson gets, Mike gets 2 parts",,missing
Her income was increased by $600 so it is now p+$600,,missing
15 coins collected in hour one,,missing
35 coins collected in hour two,,missing
35 coins collected in hour three,,missing
50 coins collected in hour four,,missing
Lee earned $558 mowing lawns last week.,,missing
The last two people each lost 28 kilograms of weight.,,missing
